ORF,AA01_3D7,AA02_3D7,AA03_3D7,AA04_3D7,AA05_3D7,AA06_3D7,AA07_3D7,AA08_3D7,AA09_3D7,AA10_3D7,AA11_3D7,AA12_3D7,AA13_3D7,AA14_3D7,AA15_3D7,AA16_3D7,AS01_3D7,AS02_3D7,AS03_3D7,AS04_3D7,AS05_3D7,AS06_3D7,AS07_3D7,AS08_3D7,AS09_3D7,AS10_3D7,AS11_3D7,AS12_3D7,AS13_3D7,AS14_3D7,AS15_3D7,AS16_3D7,AA01_FUP,AA02_FUP,AA03_FUP,AA04_FUP,AA05_FUP,AA06_FUP,AA07_FUP,AA08_FUP,AA09_FUP,AA10_FUP,AA11_FUP,AA12_FUP,AA13_FUP,AA14_FUP,AA15_FUP,AA16_FUP,AS01_FUP,AS02_FUP,AS03_FUP,AS04_FUP,AS05_FUP,AS06_FUP,AS07_FUP,AS08_FUP,AS09_FUP,AS10_FUP,AS11_FUP,AS12_FUP,AS13_FUP,AS14_FUP,AS15_FUP,AS16_FUP
PF3D7_1131700,4.5585495,1.2462795,1.587842,0.760363,0.637375,0.2476865,0.318511,0.186175,0.4834005,0.663555,0.3754505,0.3541475,0,0.1489895,1.5844105,1.0369705,1.2210325,1.2550285,1.388419,0.636205,0.2113355,0.7420225,0.19318,0.2701275,0.4796465,0.3061465,0.8708995,0.3154515,0.570696,1.200126,1.559135,1.0839045,0.4099705,0.1886465,0.1871985,0.2017305,0,0,0,0.0978935,0.3394915,1.011016,0.4037285,0.41273,0.6668425,0.520279,1.8738595,3.168584,0.294706,1.71534,0,0.251221,0,0.207856,0.1964865,0,0.4109885,1.2842345,0.663187,0.3083635,0.281676,1.3144065,4.048816,3.911276
PF3D7_1131800,34.99583,20.03575,16.0892775,19.436414,26.109307,20.0738475,19.9269315,27.0849075,36.1181565,50.0517225,88.214445,96.1296345,83.0630885,80.174167,95.0074785,79.466723,27.912957,24.611833,21.6598245,23.2996125,20.8052085,28.1774605,23.898594,33.87722,36.1178885,49.613623,71.062278,85.2960865,102.002277,97.5195555,104.475538,134.2924355,5.7265185,6.73019,10.482963,12.778526,12.588912,12.814838,12.3667245,48.2292055,99.850844,143.5634915,132.0777565,118.131848,80.302465,57.2868785,56.750668,58.3571485,8.4152455,8.1529035,9.1921355,13.037498,13.6816765,13.115199,13.6067425,36.092107,98.775335,118.3978525,129.568682,118.6581475,87.370398,95.5494795,87.092132,90.2380065
PF3D7_1131900,0.6914845,0.4391855,0.237431,0.377528,0.4083905,0.3689045,0.16917,0.2851305,0.236778,0.2197185,0.286984,0.3159735,0.177474,0.3554845,0.4959225,0.530847,0.7193675,0.422696,0.586649,0.282585,0.5267905,0.4465395,0.326967,0.386177,0.238308,0.227812,0.3269805,0.243281,0.399889,0.309072,0.4868465,0.7935325,0.447693,0.1573015,0.4545855,0.318096,0.2205055,0.22408,0.135734,0.0494325,0.2805865,0.1545135,0.1788475,0.372889,0.651251,0.582009,0.551437,0.563701,0.2976615,0.353885,0.2703625,0.5329915,0.445685,0.1240755,0.3089535,0.1764355,0.2294005,0.258829,0.269965,0.3729405,0.4242305,0.6505135,0.8072475,0.940597
PF3D7_1132000,36.0361225,30.9036745,40.173862,46.171427,47.8145505,46.567693,34.0647235,35.9549175,34.2422745,33.0731305,38.8561875,40.0477405,40.6353645,44.0028445,63.18548,66.7663355,30.1936415,46.027571,52.6823585,54.5881285,46.737965,52.624157,44.777744,39.202982,35.492372,37.405141,36.8369655,38.648403,50.071041,46.987893,58.7293055,111.4287495,33.707274,40.4647425,58.3419575,60.0237285,53.434669,49.80042,41.0144345,31.9707635,36.6131025,37.109103,39.730688,45.1589235,45.2546675,72.4299575,89.1275835,93.3344175,36.8430885,47.516753,58.1370225,64.5546805,58.4567755,51.5959945,44.6444365,36.485759,38.334843,46.046443,43.1750375,43.5593035,41.734993,65.97928,70.9052195,87.2373285
PF3D7_1132100,0.3443415,0.6927485,0.4514095,0.4504375,0.4336315,0.211308,0.149179,0.302819,0.2631005,0.102652,0.2366325,0.368738,0.1579745,0.1386445,0.206298,0.1295155,0.2089765,0.5569095,0.417287,0.331763,0.336643,0.448073,0.224604,0.180848,0.2255505,0.1209115,0.246173,0.2223715,0.3239155,0.497588,0.6466385,0.755151,0.07773,0.1042635,0.126564,0.1183705,0.039833,0.0923735,0.0398445,0.1237905,0.2270405,0.40501,0.35903,0.2582845,0.1679145,0.127906,0.1006965,0.175845,0.135044,0.1372,0.2308435,0.274496,0.182771,0.1434485,0.077147,0.217134,0.843058,1.169829,0.9285945,0.8622515,0.420269,0.9770805,1.9348445,2.074884
PF3D7_1132200,207.488823,261.903361,385.365491,387.878656,502.2420465,359.3317275,438.1470985,381.0169775,422.322581,426.311045,419.3351935,431.461748,491.691507,494.500245,540.522617,466.5754045,165.891999,326.7696265,329.2816555,384.79262,377.8198835,443.1544465,367.1215345,437.1124535,416.95944,446.430114,404.58095,425.073715,455.66725,503.299077,582.9857195,494.646224,198.7774145,463.577539,498.7755935,585.857066,572.5871945,649.9078695,608.610811,510.9380385,558.5249165,727.254525,738.6049375,736.7082265,673.9869465,337.9228225,232.6161005,166.7744405,179.5450975,456.353235,519.8519795,682.3979645,584.8853005,641.721456,559.8405555,530.96789,743.9981945,713.9958725,722.8382285,721.7661365,672.834791,539.5917275,438.907608,384.7336905
PF3D7_1132300,10.320749,16.0367185,16.0390175,20.3393345,16.7749555,22.189546,24.9984405,29.997431,33.977266,39.6820415,60.3040195,79.0487915,122.0122345,136.6881435,194.8451735,196.9470175,14.2146895,21.1225165,18.1700325,23.1536365,20.4504245,20.7893115,30.6024065,32.83389,36.6283325,42.3000065,55.9776965,79.576087,94.548125,108.8316625,161.1286975,119.000216,4.923633,7.084873,9.1277025,9.060349,7.727618,6.5776055,6.680792,18.0692145,43.1174305,60.9447185,86.505829,121.050729,149.5154105,251.5471025,271.368503,210.97424,4.321683,7.831899,10.676667,9.6911105,9.2977635,6.202436,6.520541,19.3577525,36.753091,45.754663,69.8049365,91.95278,122.237982,175.803759,190.174532,223.847153
PF3D7_1132400,5.973964,4.4170835,5.6401255,10.7497375,18.6922365,18.4607305,15.6520195,17.4529215,16.124424,15.448646,24.604345,25.5991865,23.1172945,25.291021,47.052579,45.884687,5.1717345,6.6505465,8.7577855,13.6497525,14.7639955,21.99022,20.4828365,19.205914,17.47052,17.020623,21.3736445,22.14509,26.0399685,25.1084295,35.4260735,57.7344765,0.697754,0.3942725,2.73492,5.1155775,9.03031,11.2832395,10.8879625,10.532455,14.936279,19.6713755,20.350564,26.4282915,23.094301,44.710007,49.962675,45.6491655,0.8416465,0.7058375,2.6490965,5.259666,8.8242305,10.2603215,11.4448295,9.456921,15.3235035,18.153837,18.609885,19.1787945,17.770121,32.0730985,34.2435225,47.803805
PF3D7_1132500,0.256216,0.2023255,0.1819225,0.1507235,0.1785235,0.2465765,0.157542,0.1258055,0.21227,0.213714,0.3164265,0.2662025,0.1670715,0.1762635,0.2144705,0.1435515,0.169241,0.2438405,0.247448,0.1822585,0.2685225,0.266631,0.148034,0.306547,0.178009,0.1585985,0.163702,0.312236,0.391211,0.3431385,0.306599,0.44988,0.0834,0.092628,0.0781785,0.0715025,0.039016,0.0712665,0.075943,0.1334715,0.120393,0.2414245,0.1247105,0.151608,0.098565,0.050282,0.178285,0.360175,0.0465675,0.097485,0.0483405,0.1069265,0.0525725,0.078061,0.1058175,0.0357885,0.117768,0.104538,0.1112585,0.111182,0.112413,0.106534,0.169785,0.2637345
PF3D7_1132600,45.0518505,94.5063315,117.315942,126.039386,125.9570635,115.448036,92.5146335,88.7109215,70.5539085,63.1781505,78.152102,76.918075,68.0687485,70.3985815,107.478462,101.496714,36.1805855,104.211192,121.4908755,124.9902645,121.7152165,129.407535,107.8314195,89.1202565,70.5622605,66.413698,72.3033815,77.3311035,70.760353,66.9169605,104.824554,134.395252,13.295221,72.622501,126.304818,135.3811045,127.9891435,111.7890795,102.009526,62.9246375,56.406556,58.6900545,52.415491,59.393092,52.7521605,91.3520175,100.2794525,88.5244145,12.866818,77.1635775,141.7562235,135.8600385,126.296031,108.4876905,94.906953,76.414489,69.7202255,65.539553,58.9134675,54.176082,48.9965385,74.218945,80.788691,97.208657
PF3D7_1132700,9.5888745,8.616092,17.0478415,23.2535975,24.540142,29.2859495,27.0474025,29.6408165,25.152616,20.254959,26.6148695,24.7367095,32.4203055,38.5849205,34.7581235,39.8267525,10.6970105,15.0682355,21.671201,25.8696555,22.1016865,26.8950555,29.8185205,26.70461,26.021352,23.8394515,23.5992925,24.6852955,28.642263,31.19119,30.1254295,23.3581585,3.1155555,4.1362655,13.96448,16.273161,20.80156,21.1793515,22.944885,14.2494715,13.6202405,14.2207035,17.2236595,18.0522485,29.0997475,60.900469,71.456576,62.620992,1.944212,4.796966,11.9897565,18.5252495,20.8670245,19.2583045,17.9897095,14.5342665,11.1600105,13.697148,15.046306,17.1926885,20.826757,49.0341225,49.8997,45.1918525
PF3D7_1132800,128.2187545,64.363568,59.6530975,54.4694275,68.111068,51.9967135,68.487699,80.8791855,107.2181375,121.560753,149.6661275,144.953595,218.6918055,256.1023295,465.0830445,595.7763905,92.916411,89.880483,64.581421,64.420326,48.27665,73.115627,71.391109,111.075926,114.734836,151.9808375,152.1338845,162.162572,199.7549925,247.8569675,480.9950345,360.708265,17.2755195,10.8659725,5.4587415,4.779225,4.3211845,5.605834,7.2909165,21.117332,22.993315,26.0179875,72.8001615,120.602042,243.035983,712.50764,1219.620854,1711.375282,18.416188,14.329325,5.872559,5.3038575,5.764574,6.500024,7.0879185,19.7830745,18.2032085,24.74302,51.469129,91.085575,166.3757305,418.7948565,646.649553,909.1755175
PF3D7_1132900,11.3410105,7.505575,7.72906,9.8253095,13.649934,9.9181745,16.5510795,15.4695945,23.544372,30.7896135,42.9555985,51.299572,48.9751985,57.5718495,81.094668,68.872597,8.420702,10.4379185,6.326542,11.281969,8.443225,19.2695805,13.3865815,20.7249385,22.549409,30.2746255,35.9293755,43.834403,46.7720565,61.711007,83.0785235,136.7222495,0.772304,0.969911,0.6844025,1.5123125,1.6143005,3.476609,5.5139575,25.4135785,40.9570295,63.7664725,66.9733545,76.748056,60.9380315,48.1130415,45.338356,31.0576165,0.463096,1.5455895,1.128847,0.923485,1.8405065,1.7866725,4.7252025,17.45169,36.3883565,51.358474,55.4579195,61.4301165,53.5441155,68.1046415,63.580349,57.1458785
PF3D7_1133000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6294265,1.223135,0,0,0,0,0,0,1.2150555,0,0,0,0.6948145,0,0,0,0.643188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370778,4.9821165,5.940964,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6390035,0.711693,4.5408305
PF3D7_1133100,127.489401,150.5676145,136.977696,154.2590305,171.5756705,122.004308,110.9412495,105.6346935,88.2066725,81.190079,87.953127,79.034173,72.0384125,67.4190045,59.269011,44.3239145,97.529018,161.4356765,139.554546,145.706005,133.040377,146.9675495,112.112058,107.2358785,90.652522,88.777525,77.1651935,75.650778,86.8459,78.3108505,68.0796525,120.311835,93.473835,139.9823785,170.570655,176.3708135,146.879215,137.008323,115.4125425,86.096131,76.5293135,76.3623325,68.448534,64.208852,48.9321955,21.4215565,15.7355155,14.391728,95.351767,155.705833,176.397476,182.9278015,165.421999,143.2778825,121.5210325,96.7187935,89.4824145,89.7186095,82.3583815,73.472265,53.460844,48.558763,43.227399,42.3131825
PF3D7_1133200,10.350297,5.6396535,4.3091645,4.929573,7.4613445,7.1368835,10.2969245,13.8977325,16.004479,16.45131,23.2570625,27.3879915,43.3129025,68.6044105,143.042022,167.1742505,8.27974,5.9995545,4.7618485,5.7767085,5.8062615,10.592713,12.610524,18.6143225,17.9658925,19.71273,21.90396,27.1656335,42.808451,55.6613075,84.0118925,220.172239,2.303545,1.1348695,1.124013,0.9708045,0.65536,0.722078,0.514378,0.8256285,1.567168,2.949461,9.087702,24.414811,47.239488,160.305287,176.9543425,169.4836385,2.891198,1.834258,1.324683,1.2748725,0.966483,0.7813935,0.7570785,0.8257005,1.6998435,2.942676,7.4833795,16.0812315,31.190243,98.5990065,109.0235555,138.5278825
PF3D7_1133300,6.382823,1.853251,1.7920165,0.908697,1.500858,0.8998695,1.37678,2.7740685,4.5319,5.0304625,7.7279875,8.401411,7.6203675,8.3557115,34.4136735,52.2443285,3.0266245,2.488777,1.942407,1.4794515,1.310419,1.5620885,1.78788,3.8344525,5.253908,6.3476685,8.637847,8.64559,9.758484,11.4573365,36.85379,44.5496785,3.11934,1.1909235,0.703834,0.32045,0.2904775,0.376876,0.0869425,0.1470385,0.3347495,0.626391,0.778909,1.6761595,3.198032,62.634912,159.337691,205.627239,2.745089,1.9211245,1.231068,1.1922595,0.7306755,0.1977295,0.199902,0.3988395,0.3858905,0.4109,0.7433035,1.393937,2.432395,25.783944,59.0301715,110.93943
PF3D7_1133400,360.475428,185.151458,115.225414,80.2402235,51.841959,30.784156,24.086403,24.8243465,20.811278,23.2373965,60.146191,72.4031775,70.38802,73.9809925,92.6986265,138.0887925,331.903096,196.4211525,120.262422,90.869037,49.3228335,40.293458,25.579757,27.6370155,24.523228,31.6997605,67.2898155,88.130772,95.8076295,86.9061425,110.17122,135.709787,110.943427,73.6369335,53.391551,45.369105,27.2438705,20.012876,11.3778305,4.337678,2.8423985,3.858,3.903166,3.662562,7.18692,79.645338,139.1269325,310.0276665,126.959794,102.139629,57.713722,48.9455965,33.1189755,21.759561,14.2200045,4.4698365,3.8164625,5.543311,4.710567,4.8398985,6.0920145,53.1936985,101.579101,155.8563935
PF3D7_1133500,0.8511805,2.3581875,1.0712605,0.827284,0.3705915,1.0379965,0.721677,0.657103,0.587247,0.8292795,1.6807485,3.257827,3.305067,3.278912,5.034498,4.5772225,3.2083885,2.6356435,1.773363,1.7747495,0.657089,0.3408365,0.7792855,0.8131255,0.884566,0.8279845,1.8285055,2.550903,2.920547,2.256746,3.177775,4.2071365,1.562329,0.951791,0.4681385,0.113773,0.1866425,0.1133675,0.0213435,0.0970765,0.168684,0.4350815,1.532496,2.4451795,3.1657455,4.6046735,4.6541305,4.3653695,2.812912,0.469613,0.7870685,0.158868,0.0863735,0.0367615,0.181813,0.024349,0.138424,0.256352,1.1685295,1.6544365,2.558721,3.435794,3.456795,4.7624565
PF3D7_1133600,4.659791,7.1542175,4.2801325,4.435095,3.0754685,2.9313245,1.500647,2.0050035,1.626652,1.6484515,3.7429275,4.370094,4.2663035,3.245087,4.057463,3.288562,3.707961,7.470799,6.125771,5.689799,3.1472265,3.220459,2.4682945,1.9088695,1.7912065,1.898087,2.95474,3.505022,5.222554,4.4499905,4.233611,10.625354,1.713648,5.1764825,9.211914,8.288417,7.4841195,5.003326,3.3523715,1.1839875,1.4808415,1.4316995,2.2939235,2.7557705,3.316858,2.11798,1.802108,1.659108,2.2887725,6.383163,10.1594135,8.379519,10.008258,6.462851,5.2659865,2.0700275,1.8519205,1.4515615,2.1928455,2.5476115,2.81672,3.113795,3.466305,3.551801
PF3D7_1133700,921.7920515,1041.806057,1090.918766,824.6278525,956.7532485,611.8453145,520.9962545,322.569053,262.258303,194.036986,138.3535235,112.9756555,90.419627,97.3068625,117.8379765,108.2788635,634.1187825,1155.668339,871.206626,815.544467,749.5000185,839.471066,481.7206795,445.8393995,293.6192835,224.026348,146.9529685,124.207814,127.8142585,132.026516,149.863465,322.9345055,514.363031,951.575635,1005.180686,1143.502932,1071.432937,1057.84251,834.6856055,254.5161565,172.156258,144.611263,83.2892885,77.46112,69.8506775,45.5831975,42.5943905,42.137744,488.8936775,944.9538745,1108.780212,1528.298975,1145.075494,1088.825037,902.8224275,359.2439455,341.625845,253.3347265,151.413894,122.227332,88.3814055,91.283628,75.8821925,81.573085
PF3D7_1133800,39.384993,64.34256,50.6131805,53.094736,50.044473,45.853456,39.588041,41.224359,40.4520745,40.529645,57.9471745,61.2766105,58.893385,66.3665135,94.0778985,96.2763705,35.0660045,66.364493,58.3348315,56.389304,50.582641,54.2347705,47.895412,45.4060245,43.9284005,45.127167,54.2275465,56.0803965,65.8033995,66.865746,82.3948755,94.5822065,45.892092,61.919462,68.857336,65.5002865,53.720347,48.59599,41.774564,42.594206,53.8511065,59.952714,57.6437055,67.3833255,67.5056045,124.0032515,142.956216,140.7522575,47.514062,65.521854,66.092003,71.828434,62.2117805,49.1118395,44.8830255,41.742112,57.003472,62.934492,61.8591415,61.1326925,58.2700885,107.3944655,111.7193995,130.158652
PF3D7_1133900,58.677339,67.6771465,59.6980245,56.0514885,61.722588,49.627312,42.7885,40.379287,34.8873445,30.855512,31.9112945,30.0672725,28.7792555,33.0656835,49.720934,54.8919525,47.1488165,74.5418815,61.530406,60.7916305,53.235993,62.679561,48.5347385,45.797556,38.1574185,34.349633,29.818628,29.3850755,35.7212805,37.497881,40.253224,75.252661,55.556374,53.570377,63.9310885,58.2813365,50.2434755,45.8531565,36.2556945,26.2004635,27.4407,26.91213,22.700979,25.1783615,26.0770755,53.3719955,60.927723,50.3321795,54.900768,60.549443,63.2213965,74.0666375,58.1717335,47.263245,40.317638,30.49241,32.0425825,32.247613,26.738145,26.614887,25.3766565,46.6845925,51.0273765,58.280753
PF3D7_1134000,134.881064,159.627468,264.870843,346.022633,421.707948,395.8065205,492.870458,485.354226,629.513311,764.847258,900.165955,1020.079534,1242.239966,1208.069775,934.024311,746.830774,143.87821,206.9993505,268.2363895,350.4305685,377.146162,424.954351,439.8608835,532.5551875,625.4204575,756.529508,830.480154,974.5412105,1094.051984,1212.604461,996.3809225,878.5322395,13.3553515,103.9446265,257.8514885,350.3649825,396.5428785,477.9560695,510.8392205,619.390882,843.181807,1178.991198,1388.304105,1311.534797,1275.47612,432.373994,269.8221535,186.1154355,13.5165755,106.4742155,248.026095,344.309244,379.7974185,457.2981925,462.941053,600.956814,841.7334785,978.673086,1251.091427,1344.195421,1275.165012,807.669982,679.726556,562.8493795
PF3D7_1134100,22.397271,36.4108155,32.64284,27.958474,29.391018,22.3290655,24.802733,29.990344,28.465013,27.2916195,35.4426775,36.655928,47.0137505,64.13961,143.011055,173.840686,16.5927545,35.908966,31.3212375,28.8940125,25.8681045,30.95233,29.3207755,35.082978,31.76243,32.0577165,31.9514415,36.881058,50.397984,60.013296,107.970581,95.011137,9.0335655,14.633672,17.167373,19.311976,14.216151,11.779508,11.5230855,22.580576,33.369978,33.111148,33.4833075,46.2430265,79.839436,242.0095325,279.6294275,241.7062745,9.868321,14.8617695,18.9922545,23.4930285,15.044281,10.2287205,10.8483725,27.8644815,44.626181,39.044662,36.2261895,40.2355675,54.6083795,129.07824,167.3022155,219.0060655
PF3D7_1134200,20.793373,38.177235,26.1129405,32.428545,26.6161735,34.014233,18.3800145,22.5204145,18.5349725,17.535137,25.8757805,26.489098,17.7624205,15.698167,20.1688895,15.16666,20.773016,38.8417995,44.6585985,41.575604,36.6524315,34.5630975,33.33047,21.245418,22.308146,19.4471765,24.202553,23.212178,24.2162885,17.9260885,21.564339,32.7393305,24.254386,37.352967,54.946527,48.021051,46.0467,41.316578,32.237997,24.8512505,30.3432525,23.228995,20.6210555,20.314178,16.7443125,9.156576,7.0386505,5.0577405,28.018224,39.140665,52.8751065,52.7311335,54.201558,44.7784295,40.0309385,30.503014,29.5656185,30.2378435,25.1208745,24.35336,19.0031445,18.2088475,16.362265,18.675782
PF3D7_1134300,6.876174,9.209364,5.2148215,4.2513305,5.762831,3.3851745,3.157597,4.69334,4.767554,4.37515,6.2511115,6.7673655,7.4431915,11.1013705,31.630956,41.2878,4.385655,8.4896015,5.3449165,4.8979675,4.0198195,5.8752875,4.192694,6.290379,5.6574625,5.464167,6.4498545,6.6668215,9.1651055,12.1520795,24.0782,57.2356885,1.009827,1.1694245,1.4720595,1.2233785,0.7577885,0.859305,0.6615475,0.833598,1.337158,1.659133,1.7380675,2.996246,5.9329645,47.650619,70.5824665,73.751408,1.380418,1.5652675,1.739646,1.9467555,1.3254845,1.005304,1.037628,1.2483435,2.615673,3.1831855,3.1600065,3.848905,5.0282925,27.4169305,35.6444875,55.865187
PF3D7_1134400,5.025346,5.42454,9.2855735,7.06207,7.2333755,6.736101,9.9452545,7.5550035,9.3117885,12.208212,18.056948,24.6032275,49.9989935,67.2106785,83.800621,90.507814,5.1991805,6.2474865,5.056162,10.579282,5.461437,11.2376755,8.507834,13.385151,10.3145375,13.2867455,16.024057,21.473506,33.756326,45.9030225,63.5726355,47.064748,0.9512295,1.533195,1.9088325,2.543106,2.9130655,1.156937,1.004009,2.2923265,2.825647,10.8114145,24.445653,49.69357,75.171133,70.624378,52.032389,36.79059,0.576818,2.2955665,3.7981,2.248313,1.778731,0.937843,1.854434,2.927697,6.4412025,7.0764585,20.618486,35.7098955,59.052337,59.275865,68.7379215,68.252111
PF3D7_1134500,5.214015,11.9249195,11.9484475,17.6343685,15.786702,23.953119,16.3928185,21.877519,19.8890925,18.954191,26.130732,26.565044,18.1527355,18.4760935,22.7993125,21.8385255,6.9243475,15.406031,22.0607915,22.8833405,21.74184,22.8423995,27.0256385,19.634089,20.874771,20.0175395,25.5193605,22.9790375,23.1969885,18.3804165,17.83757,30.530007,3.080298,9.558757,24.0214875,23.4257765,25.55943,26.574118,22.4314205,20.1006975,21.865451,14.6516185,13.4411405,14.1412565,15.071161,20.42935,23.9331895,22.839988,3.5367575,11.057398,22.804155,23.8270815,28.8106275,26.9218935,27.1885195,22.2429465,19.9121135,18.0163315,16.3566265,15.51098,15.2029865,19.6947035,19.622387,25.9433175
PF3D7_1134600,7.287237,6.516767,6.0865215,7.0465805,9.440008,8.464462,6.4355525,7.185623,7.3954175,6.512043,9.3372415,9.029842,8.630251,10.169531,18.6748885,16.840594,5.29178,8.5677765,7.829567,8.2881585,7.607844,10.3972885,8.602131,8.4240265,7.5272345,7.64765,8.2192185,8.464545,11.4506735,12.3494035,21.2554515,46.8544985,0.276004,0.2606765,0.9825985,1.079987,1.751854,2.006115,2.13087,2.5041485,2.041278,1.740532,2.5314925,3.856378,4.850284,3.775853,3.8767175,3.982707,0.2383635,0.515776,0.807481,1.27875,1.843394,2.16706,2.535135,2.6279,2.2722635,2.6316145,2.5397665,3.38222,3.6161315,9.352727,8.591929,10.970404
PF3D7_1134700,122.15336,139.7483685,121.1800195,125.3963615,127.21281,107.2680015,86.579257,87.389212,81.964569,74.988529,83.622469,78.143497,56.1343975,50.080272,51.7171725,35.87757,102.9674755,149.8132965,139.8590245,133.533796,114.0569785,122.2432235,99.2027905,89.33643,83.469376,78.670079,78.2987155,70.885835,73.2306715,61.0230165,67.1036225,54.3759865,125.055778,168.898794,179.383814,162.386398,144.55601,139.7738585,114.4036545,92.192767,99.9570035,101.538948,89.0066125,77.784939,52.9461255,14.98434,10.70939,8.232118,125.861348,168.01345,180.1732305,185.0199295,154.8441365,141.911841,121.9176935,101.3920025,120.810342,117.7941495,96.7392565,85.8828555,62.5638015,50.1811305,42.1004555,39.3198425
PF3D7_1134800,48.1149085,61.323156,65.531807,71.4247305,73.408142,65.5499495,58.998322,56.232284,45.566821,35.667046,43.4444285,39.050533,36.4812945,39.8774945,53.9869025,58.736087,36.660738,77.373939,76.585739,76.5592405,65.3798645,72.802384,66.8129035,54.3444265,46.715466,41.329591,42.71453,42.3607395,43.105559,41.5953295,55.1655725,67.9199205,55.5718215,89.2998605,113.59536,102.7920325,100.3639455,89.322134,77.513724,52.629173,48.066395,41.9147585,37.543137,36.972685,40.751665,74.324287,89.0418945,89.1650765,51.193317,91.5610015,113.0745305,106.54657,106.457579,92.1794415,77.246719,66.402481,52.813745,50.8021935,44.673994,42.5500615,40.71763,67.381673,70.353485,80.245521
